,label,teks,clean
3336,5,"Barang sampai dengan lengkap, cepat dan sesuai dengan gambar",barang lengkap cepat sesuai gambar
3337,1,Ini saya baru beli dpt 1 bulan koq g kebaca? Dan tulisan di label 32gb koq real nya cuma 16?,beli dapat koq tidak baca tulis label koq real nya
3338,5,Mantap original CHINA Pengiriman cepat. terimakasih Utuk Seller dan LAZADA,mantap original china kirim cepat terimakasih utuk penjual lazada
3339,5,"Puas sekali packing rapih,asli,pengriman ke medan cmn 1 hari",puas packing rapihaslipengriman medan cmn
3340,5,Barang sdh sampai..kemaren pesan hari ini sdh sampai..,barang sudah sampaikemaren pesan sudah
3341,5,"Sehari nyampe ke Cilegon, barang pun bagus",hari sampai cilegon barang bagus
3342,5,"Barang diterima dengan baik dan packing rapih, estimasi 1 hari sangat cepat, pokoknya Good",barang terima packing rapih estimasi cepat pokok good
3343,5,"Mantab pengiriman cepat,barang sempurna gak ada yg lecet",mantap kirim cepatbarang sempurna tidak yang lecet
3344,5,"Volume: 31,9 GB joss",volume joss
3345,5,Kereen bangetlah iniih... memcardnya sesuai dgn pesanan... data transfernya kilaaat...,kereen banget iniih memcardnya sesuai dengan pesan data transfer kilaaat
3346,5,Pengiriman sangat cepat tidak ada keluhan lain. Barang berfungsi dengan baik.,kirim cepat keluh barang fungsi
3347,5,barang ori... mantab...,barang original mantap
3348,5,barang sampai sesuai jadwal,barang sesuai jadwal
3349,5,"Produk original, harga murah dan pengiriman cepat, recommended!",produk original harga murah kirim cepat recommended
3350,5,"Pesen tgl 7 Estimasi tanggal 10 tanggal 9 siang udah nyampe, barang ori sandisk, ntaapp daah",sen tanggal estimasi tanggal tanggal siang sudah sampai barang original sandisk ntaapp daah
3351,5,terbungkus rapih,bungkus rapih
3352,5,Harga murah kualitas original..  Thx.,harga murah kualitas original terimakasih
3353,5,"Original, sangat cepat dalam pengiriman",original cepat kirim
3354,5,"praktis, dan cepat.",praktis cepat
3355,4,Barang bagus sesuai diskripsi .. Recommended seller .. Sekarang menjadi pesan lagi satu ..,barang bagus sesuai skripsi recommended penjual pesan
3356,5,"Pesan senin pagi, nyampe selasa pagi.. cepet",pesan senin pagi sampai selasa pagi cepat
3357,5,"pengiriman tepat waktu, barang ORY THANK'S LAZADA",kirim barang ory terimakasih lazada
3358,4,Barang sesuai spekifikasi yg dicantumkan,barang sesuai spekifikasi yang cantum
3359,4,barang sesuai pesenan dan cepat sampai,barang sesuai sen cepat
3360,5,barang sudah diterima.. sesuai pesanan..,barang terima sesuai pesan
3361,5,"kualitas mantap, sesuai yg ditampilkan, harga kompetitif",kualitas mantap sesuai yang tampil harga kompetitif
3362,3,agak lambat,lambat
3363,5,barang susuai pesanan ok... paking rapi...,barang susuai pesan ok paking rapi
3364,5,Tidak mengecewakan..,kecewa
3365,5,Gk nyesel lah..  Barangnya dari DATASCRIPT DISTRIBUTOR dan djamin original,tidak menyesal barang datascript distributor djamin original
3366,3,"Ga full 32gb atau 31 GB .. ya okelah barang sedikit kurang puas , tapi yang lainnya okelah mantep",tidak full ya oke barang puas oke mantap
3367,5,mantap gan produknya asli,mantap juragan produk asli
3368,3,"Pengiriman cepaaaat bgt, gak kurang dr 24 jam.. tp ko memorinya gak bwa dipake ya?",kirim cepaaaat banget tidak dari jam tetapi ko memori tidak bawa dipakai ya
3369,3,"UDAH DATANG DGN SELAMAT MANTAAP, THANKS BUAT SEMUANYA AJA",sudah dengan selamat mantaap terimakasih saja
3370,5,Cepat kurir ramah,cepat kurir ramah
3371,5,makasih barangnya sampai dengan cepat dan tidak rusak,terimakasih barang cepat rusak
3372,5,barang sesuai yg diharapkan trima kasih,barang sesuai yang harap trima kasih
3373,5,ok .. moga awet,ok moga awet
3374,3,Barang sesuai spesifikasi dan termasuk cepat sampai,barang sesuai spesifikasi cepat
3375,5,Pengiriman sangat cepat melebihi ekspektasi,kirim cepat lebih ekspektasi
3376,5,Mantab barang sesuai dengan iklan,mantap barang sesuai iklan
3377,5,"Barang mendarat dgn selamat , pesan senin sore dtg rabu siang ,, thanks Lazada",barang darat dengan selamat pesan senin sore datang rabu siang terimakasih lazada
3378,5,"pengirimam cepat, Kualitas tepat! Puasss rasanya",pengirimam cepat kualitas puasss
3379,5,Pengeriman cepet barang bagus sudah saya test ternyata ori,rim cepat barang bagus test original
3380,5,"Pengiriman cuman 1,5 hari. Packingnya rapi. Goo Job",kirim cuma packingnya rapi goo job
3381,5,"Barang bagus dan ori ada hologram datascript, kapasitas terbaca 31.90gb",barang bagus original hologram datascript kapasitas baca
3382,5,Barang sesuai yg diiklankan.,barang sesuai yang iklan
3383,5,"Packing rapi, barang mendarat dengan aman. TERIMAKASIH LAZADA~~~",packing rapi barang darat aman terimakasih lazada
3384,5,Barang sesuai dan bagus,barang sesuai bagus
3385,5,Thx.Lazada & Seller,thxlazada penjual
3386,5,Mantaff... packing rapi & very safety. Pengiriman cepat,mantaff packing rapi very safety kirim cepat
3387,5,Sangat cepat.. packing rapi. thanks,cepat packing rapi terimakasih
3388,5,"cepat, packing aman, barang sesuai pesanan. Thx",cepat packing aman barang sesuai pesan terimakasih
3389,5,"Barang baik,  pengiriman cepat,  terima kasih lazada",barang kirim cepat terima kasih lazada
3390,5,makasih... barang sudah diterima & sesuai,terimakasih barang terima sesuai
3391,5,"Barang dapat digunakan mulus, sudah termasuk adapter. Nice!",barang mulus adapter nice
3392,5,micro Sd nya mantep!. kenceng buat transfer file,micro sd nya mantap cepat transfer file
3393,5,"Pengiriman lebih cepat dr estimasi, packing sangat rapi, puas deh belanja di lazada.",kirim cepat dari estimasi packing rapi puas deh belanja lazada
3394,5,Pokoknya siiippplah...,pokok siiippplah
3395,5,"gercep banget tapi kapasitas cuma 30 gb an, dan yg free 29,7 gb. tp worth karna resmi bergaransi",gercep banget kapasitas an yang free tetapi worth karena resmi garansi
3396,5,"Saya pesan hari selasa dan hari jumat paket sudah sampai dalam kondisi bagus, nice lazada",pesan selasa jumat paket kondisi bagus nice lazada
3397,4,sesuai dengan yang saya pesan,sesuai pesan
3398,5,"barang bagus, pengiriman kilat",barang bagus kirim kilat
3399,5,Barang dari lazada jadi gak khawatir bakal dikirimin yang palsu,barang lazada tidak khawatir dikirimin palsu
3400,5,"Barang bagus, packing rapi......tq",barang bagus packing rapitq
3401,5,Barang diterima sesuai pesanan dan sudah dicoba dengan kapasitasnya,barang terima sesuai pesan coba kapasitas
3402,5,Amazing this it,mengagumkan this it
3403,5,Barang sesuai harapan. terimakasih,barang sesuai harap terimakasih
3404,5,Oke banget di tunggu promo berikutnya,oke banget tunggu promo
3405,5,"cepat, tepat, dan lumayan harga. next time order lagi",cepat lumayan harga next waktu order
3406,5,semoga sesuai dengan deskripsi,moga sesuai deskripsi
3407,5,"Baru pesan kemarin udh sampe sekarang,  sesuai dengan barang (ada tambahan nya juga)",pesan kemarin sudah sampai sesuai barang tambah nya
3408,5,waw...barang bagus ...berfungsi dgn baik...pengiriman cepat...yang mau pesan di sini aja...,wawbarang bagus fungsi dengan baikpengiriman cepatyang pesan saja
3409,5,dan terjangkau,jangkau
3410,5,Sangat PUASS... ✌,puass
3411,5,Barang 1hr diterima.. fast respon banget. Good service! Tq,barang hari terima fast respon banget good servis terimakasih
3412,5,"murah, original, packing baik,cepat sampai",murah original packing baikcepat
3413,5,Pengiriman cepat dan packing rapi. thank you,kirim cepat packing rapi thank kamu
3414,5,"barang ORI, sangat cepat sampainya..",barang original cepat sampai
3415,5,Barang sdh saya terima dalam keadaan baik. Terima kasih,barang sudah terima terima kasih
3416,4,"All sesuai dengan spesifikasi di etalase,,baik product maupun jadwal pengirimannya.",all sesuai spesifikasi etalasebaik produk jadwal kirim
3417,5,"produk bagus, dan ori. mantap lah pkok e",produk bagus original mantap pokok e
3418,4,"Produk ori, kapasitas 31,90GB, pengiriman agak lama ±5 hari baru nyampe, semoga awet barangnya..",produk original kapasitas kirim sampai moga awet barang
3419,5,"bagus, berfungsi dgn baik",bagus fungsi dengan
3420,5,Order tanggal 15 sampai tanggal 16.,order tanggal tanggal
3421,4,"Narang dah diterima. Packing rapih, aman dan sesuai spek nya. Makasih lazadaa...",narang sudah terima packing rapih aman sesuai spek nya terimakasih lazadaa
3422,1,#3459856426 kenapa belum juga nyampe??,sampai
3423,5,barang tiba tepat waktu.. barang ok.. sudah dicoba dan tanpa masalah.. terimakasih Lazada..,barang barang ok coba terimakasih lazada
3424,5,Bagus. Sesuai dengan deskripsinya. Semoga awet dipakai kedepannya. Thx Lazada :),bagus sesuai deskripsi moga awet pakai depan terimakasih lazada
3425,4,"barang sudah sampai, packing nya rapih.. ok",barang packing nya rapih ok
3426,5,kualitas original sandisk.sesuai deskripsi....,kualitas original sandisksesuai deskripsi
3427,5,Alhamdulillah sudah mendarat kualitas bagus.... kualitas Ori,alhamdulillah darat kualitas bagus kualitas original
3428,5,"Cepat,  Packing rapi,  barang ori",cepat packing rapi barang original
3429,5,Sejauh ini keliatannya original.. Mantap lazada..,lihat original mantap lazada
3430,5,"Barang bagus dan pengiriman cepat, packing rapih",barang bagus kirim cepat packing rapih
3431,5,Mantap barang sesuai moga awet..,mantap barang sesuai moga awet
3432,5,pengirimanya cepat sesuai yg dinginkan,pengirimanya cepat sesuai yang dingin
3433,5,"barang ud diterima , satu hari nyampe...",barang sudah terima sampai
3434,5,sesuai pokoknya,sesuai pokok
3435,5,"Kualitas sangat baik, pengiriman cepat",kualitas kirim cepat
3436,5,item tiba sesuai jadwal. barang awat sampai sekarang (1bulan kemudian),item sesuai jadwal barang awat
3437,5,Product branded sudah tidak diragukan lagi,produk branded ragu
3438,5,original dan bagus,original bagus
3439,5,Pengiriman cepat kemasan bagus kwalitas barang baik.,kirim cepat kemas bagus kwalitas barang
3440,5,Garansi Resmi. Pengiriman cepat ( kepotong weekend ). Recommended lah,garansi resmi kirim cepat potong weekend recommended
3441,5,Murah kualitas ok,murah kualitas ok
3442,5,sesuai dg keteragan,sesuai dengan agan
3443,3,Barang diterima dgn baik..saya suka...,barang terima dengan baiksaya suka
3444,5,thank lazada,thank lazada
3445,5,prod original,prod original
3446,2,Dipake sekali tak lepas n tak pasang lagi koq rusak ya gan..,dipakai lepas n pasang koq rusak ya juragan
3447,3,Makasih barang Udah Nyampek Dengan Cepat Tpi Gak sesuai Dengan Isinya gak nyampek 32,terimakasih barang sudah nyampek cepat tapi tidak sesuai isi tidak nyampek
3448,5,Barangnya jos pengiriman cepat,barang jos kirim cepat
3449,5,"barang oke, mantap",barang oke mantap
3450,5,good produk at good price,good produk at good harga
3451,5,murah dan original. makasih,murah original terimakasih
3452,5,Cuma agak lama nyampenya.,nyampenya
3453,5,loading game berukuran besar lebih cepat bbrp detik dibandingkan micro sd class 10 biasa,loading game ukur cepat beberapa detik banding micro sd class
3454,4,"Dpt harga harbolnas, lumayan murah dan kualitas Sandisk mah juara.",dapat harga harbolnas lumayan murah kualitas sandisk mah juara
3455,5,Bagus packing rapi oke...,bagus packing rapi oke
3456,5,Kualitas bicara. Harga gila. Ada yg lebih dari rekomended?,kualitas bicara harga gila yang rekomended
3457,5,barang sesuai deskripsi dan memuaskan,barang sesuai deskripsi muas
3458,5,"Pengiriman barangnya sangat cepat, mudah""an barangnya bagus sesuai deskripsi.",kirim barang cepat mudah barang bagus sesuai deskripsi
3459,5,ya sesuai standart sandisk,ya sesuai standart sandisk
3460,5,bagus dn cepat pengirimannya,bagus dan cepat kirim
3461,5,"Bagus banget, pengiriman express, pesan semalam paginya lgsg nyampe",bagus banget kirim express pesan malam pagi langsung sampai
3462,5,barang bagus buat camera ane thank lazada,barang bagus camera saya thank lazada
3463,5,sesuai tapi lama sampe,sesuai sampai
3464,3,No comment packing good,nomor komen packing good
3465,5,bagus pengiriman cepat dan original,bagus kirim cepat original
3466,5,"Memorinya mantap gan, gak ada kendala, terima kasih",memori mantap juragan tidak kendala terima kasih
3467,4,Barang asli. Sayang dr pihak expedisi terlalu lamban. Order 12.12 tp sampai 24.12,barang asli sayang dari expedisi lamban order tetapi
3468,5,"Brang sudah diterima, dibungkus rapih barang original..",brang terima bungkus rapih barang original
3469,4,"Pesanan cepat sampai, packing aman pakai bubble warp, dapat diskon lagi.. terimakasih Lazada",pesan cepat packing aman pakai bubble warp diskon terimakasih lazada
3470,5,Sangat baik sesuai harapan,sesuai harap
3471,5,Makasih...  Barang suda sampai..,terimakasih barang suda
3472,5,"Barang ori,,kualitas oke,,harga murah,,pengiriman cepat",barang orikualitas okeharga murahpengiriman cepat
3473,5,Barang cepat sampai n packingan rapih... Tks lazada,barang cepat n packingan rapih terimakasih lazada
3474,5,Original product,original produk
3475,4,"Barang sudah sampai hari ini, namun pengiriman melebihi estimasi tanggal yang ditentukan.",barang kirim lebih estimasi tanggal tentu
3476,5,"barang oke, walaupun Lama datangnya",barang oke datang
3477,5,"Produk bagus, sesuai.. thank u seller",produk bagus sesuai thank kamu penjual
3478,5,"Pengiriman cepat, barang sesuai gambar...next order",kirim cepat barang sesuai gambarnext order
3479,5,Semoga awet tp pengiriman agak lama,moga awet tetapi kirim
3480,5,Puas dengan barang dan pelayanannya,puas barang layan
3481,5,Pkonya top dah...brng d sdh dtes dan bisa no kendala...smoga awet trma ksih...,pkonya top dahbrng d sudah dtes nomor kendalasmoga awet trma kasih
3482,5,Over all its oke dan berfungsi dengan baik.. cuma lama nyampinya gan..,over all its oke fungsi nyampinya juragan
3483,5,sudah saya terima..semoga awet..makasih,terimasemoga awetmakasih
3484,5,"Paking rapih non babel rape  dan pengiriman cepat, barang berfungsi dengan baik semoga awet yah kk",paking rapih non babel rape kirim cepat barang fungsi moga awet yah kk
3485,5,barung sesuai deskripsi..packing bagus. kalo sellernya lazada dijamin ori dan puas.,barung sesuai deskripsipacking bagus kalau sellernya lazada jamin original puas
3486,5,Saya puas deh belanja di lazada..barang sesuai...tepat waktu n bagus,puas deh belanja lazadabarang sesuaitepat n bagus
3487,5,Barang original. Garansi resmi dari datascrip.,barang original garansi resmi datascrip
3488,5,"BELINYA WAKTU ADA DISKON JADI LUMAYAN MENGURANGI HARGA, UNTUK KWALITAS SANGAT BAIK.",beli diskon lumayan kurang harga kwalitas
3489,3,Smntra blm ad mslh..smga awet,smntra belum ada mslhsmga awet
3490,5,Kapasitas 32 Gb tapi Realnya cuma 30 Gb... Alhamdulillah cepat sampai.. Terima kasih,kapasitas real alhamdulillah cepat terima kasih
3491,5,"Terima kasih, barang sudah sampai dan berfungsi dengan baik.",terima kasih barang fungsi
3492,5,Heboh!!! Mesen tgl 12 sehari kemudian langsung sampai! Barang mantab soul,heboh mesen tanggal hari langsung barang mantap soul
3493,4,barang sudah sampai. semoga awet,barang moga awet
3494,5,Pengiriman cepat & packing rapi thanks Lazada,kirim cepat packing rapi terimakasih lazada
3495,5,Sdh pernah beli produk sandisk..tdk diragukan kualitasnya,sudah beli produk sandisktdk ragu kualitas
3496,5,"Nyampe tepat waktu , packing rapi , memori real 32 GB MANTAB ABISS !!!",sampai packing rapi memori real mantap abiss
3497,5,Barang sudah sampai dan berfungi normal,barang fungi normal
3498,5,over all cukup bgz!,over all bgz
3499,5,Mudah murahan asli dan awet,mudah murah asli awet
3500,4,"trmksh udah d terima, 32 - 29,71",trmksh sudah d terima
3501,5,terbaiklah pokoknyaa,baik pokoknyaa
3502,5,Cepet nyampenya.. pesen jumat malem. Sabtu udah nyampe.. keren.,cepat nyampenya sen jumat malam sabtu sudah sampai keren
3503,5,lumayan dapat harga murah..,lumayan harga murah
3504,5,mantappppp josss pokoknya,mantappppp josss pokok
3505,5,Dpat harga murah dan pengiriman cepat ke daerah Makassar. Thanks lazada❤,dapat harga murah kirim cepat daerah makassar terimakasih lazada
3506,4,pengiriman lebih cepat dri waktu yang ditentukan barang bagus,kirim cepat dari tentu barang bagus
3507,5,barang sdh diterima sesuai gbr & deskripsi....bagus ori ada hologramnya...trims...,barang sudah terima sesuai gbr deskripsibagus original hologramnyatrims
3508,5,"Barang sudah diterima, semuanya baik, Recommended, thank you.",barang terima recommended thank kamu
3509,5,"Recomended,,, Tks Lazz",recomended terimakasih lazz
3510,5,Packing rapih pengiriman cepat top deh pokoknya,packing rapih kirim cepat top deh pokok
3511,5,Barangnya sesuai. Sampainya cepat. Pertahankan! Mantap!,barang sesuai sampai cepat tahan mantap
3512,5,"Pesanan datang tepat waktu,barang yang diterima bagus dan pengemasan rapi, barang sesuai pesanan",pesan waktubarang terima bagus emas rapi barang sesuai pesan
3513,5,cepett muantep!!  thx lzada mg brg awett,cepett muantep terimakasih lzada mg barang awett
3514,5,Origunal dan bagus,origunal bagus
3515,5,"Bagus dan murah.,,dapat harga promo",bagus murahdapat harga promo
3516,4,BARANG SUDAHH SAYA TERIMA...SAYA CUKUP PUAS DENGAN BARANGNYA...TERIMA KASIH,barang sudahh terimasaya puas barangnyaterima kasih
3517,5,"barang nya ori, dan pengiriman cepet. dah gitu aja",barang nya original kirim cepat sudah begitu saja
3518,5,"barang nya bagus dan sesuai,dan juga cepat sampai semoga awet dan dan gak gampang rusak",barang nya bagus sesuaidan cepat moga awet tidak gampang rusak
3519,5,Produk telah saya terima dan memuaskan,produk terima muas
3520,5,"produk sangat bagus, pengiriman cepat, packing sangat memuaskan",produk bagus kirim cepat packing muas
3521,5,Barang cepat sampai dan bergaransi datascript. Terima kasih.,barang cepat garansi datascript terima kasih
3522,5,"memory cardnya bagus, original, sampainya cepat, worth it lah",memory cardnya bagus original sampai cepat worth it
3523,5,Brgnya sesuai dengan pesanan,brgnya sesuai pesan
3524,5,langsung di cek kecepatan dan download aplikasi ke aslian nya 100% ori..terimakasih lazada,langsung cek cepat download aplikasi asli nya oriterimakasih lazada
3525,5,"Barang cpt sampai,  sesuai deskripsi,  good",barang cepat sesuai deskripsi good
3526,5,"Bagus, asli, trimakasih lazada",bagus asli trimakasih lazada
3527,5,top deh barangnya speednya kencang,top deh barang speednya kencang
3528,5,"barang sesuai dgn deskripsi dan packaging rapi...1 hari udah nyampe, thx lazada",barang sesuai dengan deskripsi packaging rapi sudah sampai terimakasih lazada
3529,5,"Manstap emang lazada baru pesen minggu, selasanya udah sampai, kurirnya ramah pisunn. Good game",manstap emang lazada sen minggu selasa sudah kurir ramah pisunn good game
3530,5,Barang top and ori thanks,barang top and original terimakasih
3531,1,Barang belom diterima kom status udah selesai gimana sih? Niat jualan gak? Balikin duiy gue woi,barang bom terima kom status sudah selesai bagaimana sih niat jual tidak balikin duiy saya woi
3532,4,cepet sampe brang nya,cepat sampai brang nya
3533,5,"Barang bagus, dapat diskon pas harbolnas. Cuma beli 135rb dapat barang ori. Oke",barang bagus diskon pas harbolnas beli barang original oke
3534,5,"Barang sesuai harapan! pengiriman cepat, packingan rapi & harga terjangkau makasi LAZADA",barang sesuai harap kirim cepat packingan rapi harga jangkau makas lazada
3535,4,"Cukup baik, hanya sedikit mengalami keterlambatan",alami lambat
3536,1,memory rusak/tidak terbaca..tolong Lazada bagaimana kebijakannya..??,memory rusaktidak terbacatolong lazada bijak
3537,5,good Asli,good asli
3538,1,sampah,sampah
3539,3,standar,standar
3540,5,is ok,is ok
3541,5,O.K.,ok
3542,5,Nice👍,nice
3543,5,Sesuai..,sesuai
3544,5,10/10,
3545,5,mantapjiwa,mantapjiwa
3546,4,Mayan,mayan
3547,5,Ori.,original
3548,5,seep...,seep
3549,5,produk ori,produk original
3550,5,Ori,original
3551,5,bagusn iri,bagusn iri
3552,5,Terpercaya,percaya
3553,3,memuaskan!,muas
3554,5,Produk dikemas dengan sangat baik dan juga produk sesuai deskripsi dari penjual yang dilengkapi kartu garansi.,produk kemas produk sesuai deskripsi jual lengkap kartu garansi
3555,5,"Barang sudah diterima dengan baik, real capacity yg palaing penting produknya ori, thanks lazada",barang terima real capacity yang palaing produk original terimakasih lazada
3556,5,mantap. br order mlm kmaren lusa. br sampai dgn selamat. packing sangat-sangat rapi. smg produk samsung micro sd ini cpt laku. thanx lazada n samsung.,mantap br order malam kemarin lusa br dengan selamat packing sangatsangat rapi semoga produk samsung micro sd cepat laku terimakasih lazada n samsung
3557,5,baru saya coba ngopy file 8GB ke msd ini melalui laptop windows 7 dapat speed 13.6MB/s,coba ngopy file msd laptop windows speed mbs
3558,5,Paket sudah diterima belum di tes. barang sesuai gambar dan ada hologram garansi EAMobile. Semoga barangnya awet dan berfungsi normal.,paket terima tes barang sesuai gambar hologram garansi eamobile moga barang awet fungsi normal
3559,5,"kemasan rapi, ada kertas garansi, di test write memory tembus 60MB. yakin ini barang original 👍👍👍 untung langsung borong 3pcs 😂",kemas rapi kertas garansi test write memory tembus mbak barang original untung langsung borong pcs
3560,5,"ini baru namanya mantep, super cepat 24 jam nyampe, produknya jg ori,packing rapi pake bubble wrap, wlwpun blm di tes tp udh puas,yakin produknya bagus",nama mantap super cepat jam sampai produk juga oripacking rapi pakai bubble wrap wlwpun belum tes tetapi sudah puasyakin produk bagus
3561,5,barangnya audah sampai dengan cepat... baru dipake di Nokia 5... jadi memori internal.. semoga awet.. ini beli yang kedua kali... karena memori pertama rusak merk sand....,barang audah cepat dipakai nokia memori internal moga awet beli kali memori rusak merk sand
3562,5,"Alhamdulillah barang nya sudah sampai jam 3 sore, dan sudah saya pakai ternyata Jozzz banar2 32GB bisa liat gambar ke 3, pengiriman cukup cepat order semalem datang jam 3 sore benar2 gak di ragukan lagi pengiriman LEX Lazada sekarang Fantastic sekarang, harga murah promo 12.12 sayang sekali cuma order 1 kalau tau begitu order 4 saya, saya mau order lagi ahh di proses secepatnya Yah, thank Lazada thank LEX saya sangat puas dengan pelayanan anda, bintang 5 kalau ada 10 bintang saya kasih dah Puas Banget 😍",alhamdulillah barang nya jam sore pakai jozzz banar lihat gambar kirim cepat order semalem jam sore tidak ragu kirim lex lazada fantastic harga murah promo sayang order tau order order ahh proses cepat yah thank lazada thank lex puas layan bintang bintang kasih sudah puas banget
3563,5,Barang original dengan harga yang sangat murah. Pengurimannya juga sangat cepat. Hanya memakan waktu 2 hari. Terima kasih banyak.,barang original harga murah pengurimannya cepat makan terima kasih
3564,5,"Belanja di LazMall sih tenang aja sih saya mah. But, ini sih ngerti kenapa bisa kurang banyak dari 32GBnya. Tapi terlalu banyak, gapapa dah",belanja lazmall sih tenang saja sih mah but sih ngerti gbnya tidak apa-apa sudah
3565,5,"Pengiriman sangat cepat, bayar kemarin hari ini udah sampe. Barang Original, bahkan ada kartu garansi nya. Packing nya baik. Tapi sayang kan yg di keterangannya kapasitas 32Gb ternyata kapasitasnya cuma 29Gb. Tapi gapapa yg penting barangnya bagus, pengiriman cepat dan respon penjual sangat baik😊",kirim cepat bayar kemarin sudah sampai barang original kartu garansi nya packing nya sayang yang terang kapasitas kapasitas tidak apa-apa yang barang bagus kirim cepat respon jual
3566,5,"Alhamdulillah pesen Jumat, datang produk Sabtu. Pengiriman cepat, Kurir responsif, produk masih terjaga dengan baik dan saya merasa puas kali ini. Terimakasih Lazada 👍👍",alhamdulillah sen jumat produk sabtu kirim cepat kurir responsif produk jaga puas kali terimakasih lazada
3567,5,"pengiriman sangat cepat. sore transfer, malam lgsg diproses. real capacity. ada stiker hologram EAM.. bener2 recommended dech.. bisa buat langganan. makasih Samsung Flagship Store &Lazada .. 5 thumbs up dech. 👍👍👍",kirim cepat sore transfer malam langsung proses real capacity stiker hologram eam bener recommended dech langgan terimakasih samsung flagship store lazada thumbs up dech
3568,4,barang pesanan terlalu cepat sampai alamat tujuan. mintol invoice pembelian di kirim via email min. tks LEL,barang pesan cepat alamat tuju mintol invoice beli kirim via email min terimakasih lel
3569,5,"Paket nya sdh mpe, packing nya rapi dn pengiriman cepat, padahal sy ambil paket ekonomi tp cpat jg mpe nya. tq samsung, tq lazada. Sy sbg pemula, br x ini belanja di lazada. sempat ragu2 jg tp akhir nya smpai jg. produk ORI lgi",paket nya sudah sampai packing nya rapi dan kirim cepat saya ambil paket ekonomi tetapi cpat juga sampai nya terimakasih samsung terimakasih lazada saya sebagai mula br x belanja lazada ragu juga tetapi nya sampai juga produk original lagi
3570,4,"ori nih garansi authorized distributor PT. Elite Asia Mobilikom EAM, real capacitya blm di coba sih",original nih garansi authorized distributor pt elite asia mobilikom eam real capacitya belum coba sih
3571,3,Unit Sudah sampai Dengan Packaging Yg Aman..  Tp Ini Blm Saya Bongkar dan Blm Saya Gunakan...  Mudah2an Aman Dan Lancar.  Kalau Baik Akan Saya Ulas Lagi.  (kalo bisa),unit packaging yang aman tetapi belum bongkar belum mudah aman lancar ulas kalau
3572,5,worth it. dikirim langsung dari samsung nya. seller nya jg fast respon sekali. barang dikirim di hari yg sama. thanks!,worth it kirim langsung samsung nya penjual nya juga fast respon barang kirim yang terimakasih
3573,5,"kecepatan pengiriman sangat baik, kurir sangat ramah, packing mantap didouble buble warp 👍🏻, udh pesanan ke 2 dan selalu memuaskan, kapasitas real. overall rekomen belanja disini 🌟🌟🌟🌟🌟",cepat kirim kurir ramah packing mantap didouble buble warp sudah pesan muas kapasitas real overall rekomen belanja
3574,5,Pengiriman cepat dan original Samsung.. plus ada garansi 10 tahun.. sayang ukuran realnya hanya ±30 gb saja.. tidak real capacity.. good lah 👍,kirim cepat original samsung plus garansi sayang ukur real real capacity good
3575,5,"barang mendarat dengan selamat tanpa cacat dan sesuai deskripsi, juga ada kartu garansi nya. overall utk barang , waktu pengiriman dan kualitas, semuanya oke.",barang darat selamat cacat sesuai deskripsi kartu garansi nya overall untuk barang kirim kualitas oke
3576,5,"barang sampai sesuai estimas, belom di ccoba di device , semoga lancar dan awet , terimakasih lazada dan samsung",barang sesuai estimas bom ccoba device moga lancar awet terimakasih lazada samsung
3577,5,Barang udh nyampe dari kemari.. Sedikit kterlambatan krna proses pngiriman prtama gagal.. Tpi gkpp lah untuk produk sih sejauh ini aman sja smoga langgeng aja.. tkz lazmall,barang sudah sampai kemari kterlambatan karena proses pngiriman prtama gagal tapi gkpp produk sih aman saja semoga langgeng saja tkz lazmall
3578,5,kartu sd card samsung evo nya dah sampai...thanks lazada n mas kurirnya yg ramah dah nganter mpe depan pintu...,kartu sd card samsung evo nya sudah sampaithanks lazada n mas kurir yang ramah sudah mengantar sampai pintu
3579,5,"Barang asli, recommended, tahan lama, gk gampang rusak. Mantappppp",barang asli recommended tahan tidak gampang rusak mantappppp
3580,5,"barang sesuai pesanan, cpt sampai.tks",barang sesuai pesan cepat sampaitks
3581,5,"Kualitas baik meski kapasitasnya hanya 29,80 gb",kualitas kapasitas
3582,5,ORI BANGET gess,original banget gess
3583,4,Produk original Samsung. Kartu garansi berupa hologram di kemasan. Semoga awet.,produk original samsung kartu garansi hologram kemas moga awet
3584,5,"mantap pengiriman cepat, penyimpanan real kapasitas, recommended bangetlah.. yg paling penting ada garansinya..",mantap kirim cepat simpan real kapasitas recommended banget yang garansi
3585,5,ukuran 32Giga cuman yerpakai 300kban . top sisa buanyak bgt. langsung diformat jd memory Internal....,ukur giga cuma yerpakai kban top sisa buanyak banget langsung format jadi memory internal
3586,5,"Paket yg rapih. Dua card sudah terpasang dan berfungsi baik. Image, audio dan video tidak ada problem. Maknyuus.",paket yang rapih card pasang fungsi image audio video problem maknyuus
3587,5,"Overal bagus, kapasitas sesuai dengan kemasan jadi no tipu-tipu, garansinya saya dapat dari EAMobile, itu digambar",overal bagus kapasitas sesuai kemas nomor tiputipu garansi eamobile gambar
3588,5,"Alhamdulillah paketnya sudah tiba lumayan cepat pengirimannya, kondisinya bagus dan semoga bisa berfungsi dengan baik.",alhamdulillah paket lumayan cepat kirim kondisi bagus moga fungsi
